,bubble_sort,insertion_sort,merge_sort,quick_sort,tim_sort
0,0.007426399999530986,0.0022955000022193417,0.009650899999542162,0.007519900002080249,0.00440849999722559
1,0.005241799997747876,0.0023418000018864404,0.008398500001931097,0.0053752999992866535,0.002919099999417085
2,0.008170999997673789,0.0036833999984082766,0.009903800000756746,0.006758600000466686,0.0025918999999703374
3,0.005489399998623412,0.0025415999989490956,0.009898899999825517,0.005439499997009989,0.0025703999999677762
4,0.007181500001024688,0.0023278000007849187,0.009693799998785835,0.0071910000006027985,0.0040149000014935154
5,0.005214100001467159,0.002303000001120381,0.010663099998055259,0.0053808000011486,0.0025672999981907196
6,0.006889199998113327,0.002251600002637133,0.008295299998280825,0.006799999999202555,0.002613300002849428
7,0.005201399999350542,0.00385420000020531,0.010075400001369417,0.005314900001394562,0.0027645999980450142
8,0.006863299997348804,0.002272000001539709,0.00991269999940414,0.007071899999573361,0.004431600002135383
9,0.004924000000755768,0.0025729000008141156,0.009407900000951486,0.005472599998029182,0.0025779000025067944
10,0.006675900000118418,0.002302699998836033,0.009850899998127716,0.007029600001260405,0.0025659999992058147
11,0.004924100001517218,0.0039084000018192455,0.009523799999442417,0.006190499996591825,0.0032131000007211696
12,0.006283900002017617,0.0022654999993392266,0.009418100002221763,0.0065128999995067716,0.0031541999996989034
13,0.004474500001379056,0.002287900002556853,0.010343899997678818,0.007218999999167863,0.0026232000018353574
14,0.006431799996789778,0.00236610000138171,0.009419900001375936,0.005263399998511886,0.002695400002266979
15,0.007912399996712338,0.004552200000034645,0.01050759999998263,0.007052200002362952,0.003757700000278419
16,0.005406100000982406,0.002360999998927582,0.009494800000538817,0.005468899998959387,0.002791799997794442
17,0.0044785999998566695,0.002303000001120381,0.008534199998393888,0.006897699997352902,0.002827600001182873
18,0.005993899998429697,0.0022646999968856107,0.008805400000710506,0.005681200000253739,0.0025776000002224464
19,0.005101500002638204,0.00287430000025779,0.009788499999558553,0.00839339999947697,0.003951599999709288
20,0.006666599998425227,0.002942700000858167,0.01031890000012936,0.006329799998638919,0.002709699998376891
21,0.004545100000541424,0.0022553999988303985,0.009130800001003081,0.006122800001321593,0.002588600000308361
22,0.006033199999365024,0.0022613000001001637,0.008041299999604234,0.00711099999898579,0.0025717999997141305
23,0.004498500002227956,0.002289199997903779,0.010042000001703855,0.005528300000150921,0.004682900002080714
24,0.006085400000301888,0.0037462000000232365,0.009616299998015165,0.006838200002675876,0.00257449999844539
25,0.004632199998013675,0.0022507000030600466,0.009605500003090128,0.0053263000008882955,0.002570900000137044
26,0.0051717999995162245,0.0024140999994415324,0.009201099997881101,0.007515899997088127,0.0026326999977754895
27,0.004956199998559896,0.002380099998845253,0.008219600000302307,0.005506599998625461,0.004557799999020062
28,0.004774000000907108,0.0023932000003696885,0.009646200000133831,0.007037000003037974,0.0025850999991234858
29,0.006347599999571685,0.003844399998342851,0.009899299999233335,0.005477000002429122,0.002575099999376107
